FractureX[m],FractureY[m],FractureZ[m],Formation
14667712.4,4522376.229,-6387.139422,Fracture
14669789.09,4522375.425,-6385.434029,Fracture
14667794.62,4522390.579,-6376.79892,Fracture
14667902.5,4522397.208,-6378.198722,Fracture
14665507.42,4522402.564,-6385.495406,Fracture
14666909.35,4522414.568,-6360.533622,Fracture
14667106.08,4522405.127,-6372.745236,Fracture
14668463.09,4522439.731,-6388.550889,Fracture
14668055.38,4522463.018,-6389.243207,Fracture
14669730.84,4522461.301,-6374.223738,Fracture
14667945.5,4522478.173,-6377.896355,Fracture
14665041.21,4522477.714,-6361.345637,Fracture
14666127.9,4522473.815,-6397.663882,Fracture
14666528.18,4522474.029,-6407.426532,Fracture
14666791.43,4522489.889,-6376.284556,Fracture
14668159.57,4522503.71,-6388.615796,Fracture
14668264.38,4522506.943,-6365.971951,Fracture
14665595.32,4522518.46,-6377.010302,Fracture
14666292.77,4522521.696,-6390.016467,Fracture
14666311.76,4522523.742,-6396.111647,Fracture
14666632.67,4522520.966,-6387.635171,Fracture
14668132.29,4522533.345,-6379.420731,Fracture
14667846.69,4522563.039,-6393.344596,Fracture
14666472.3,4522571.122,-6386.157496,Fracture
14666541.71,4522569.233,-6404.354022,Fracture
14666917.3,4522584.205,-6370.027251,Fracture
14667561.72,4522597.889,-6373.035258,Fracture
14668295.47,4522591.228,-6384.148934,Fracture
14667263.67,4522587.088,-6390.92508,Fracture
14667349.16,4522586.358,-6365.0134,Fracture
14667950.87,4522617.613,-6371.520423,Fracture
14666946.09,4522614.614,-6368.854304,Fracture
14667538.22,4522625.627,-6362.857755,Fracture
14668343.68,4522626.388,-6392.951411,Fracture
14667384.7,4522637.18,-6358.865321,Fracture
14666497.65,4522685.398,-6397.052741,Fracture
14667178.7,4522681.883,-6365.158227,Fracture
14667189.95,4522674.023,-6374.458905,Fracture
14666760.26,4522721.913,-6403.698886,Fracture
14666479.57,4522729.016,-6378.608767,Fracture
14666875.12,4522733.025,-6400.833529,Fracture
14666280.78,4522744.465,-6388.262872,Fracture
14666461.47,4522740.221,-6410.633567,Fracture
14668011.76,4522755.749,-6386.199769,Fracture
14667193.1,4522764.329,-6380.253283,Fracture
14667320.53,4522766.835,-6389.703923,Fracture
14668836.25,4522797.072,-6377.677472,Fracture
14669138.02,4522794.779,-6397.997191,Fracture
14666413.87,4522790.734,-6392.121722,Fracture
14667724.86,4522807.872,-6367.263493,Fracture
14667849.36,4522803.403,-6386.756316,Fracture
14668126.24,4522806.969,-6397.723464,Fracture
14668852.01,4522815.326,-6378.628447,Fracture
14666432.48,4522814.995,-6388.294659,Fracture
14666865.3,4522812.606,-6387.007062,Fracture
14667403.74,4522807.547,-6386.827449,Fracture
14665378.58,4522837.6,-6374.986792,Fracture
14667181.1,4522833.262,-6386.082167,Fracture
14668200.18,4522845.71,-6363.334182,Fracture
14667658.08,4522862.041,-6357.293238,Fracture
14668030.83,4522851.154,-6382.656119,Fracture
14668635.38,4522854.562,-6358.418229,Fracture
14666420.03,4522848.869,-6397.064906,Fracture
14666997.77,4522846.582,-6372.834561,Fracture
14667827.37,4522869.729,-6373.311898,Fracture
14669793.24,4522857.841,-6375.074286,Fracture
14667340.54,4522859.414,-6378.190154,Fracture
14668552.13,4522871.792,-6359.388781,Fracture
14670148.71,4522883.017,-6396.500109,Fracture
14667149.33,4522885.217,-6371.910643,Fracture
14667647.37,4522911.948,-6391.278636,Fracture
14667891.18,4522910.966,-6373.685941,Fracture
14666830.98,4522903.397,-6369.978,Fracture
14666864.24,4522897.18,-6362.946311,Fracture
14667937.28,4522915.006,-6385.820899,Fracture
14665457.92,4522908.453,-6374.300004,Fracture
14667770.69,4522962.633,-6369.763558,Fracture
14668714.79,4522953.271,-6375.367347,Fracture
14666479.74,4522948.458,-6388.550841,Fracture
14667462.74,4522944.351,-6381.965396,Fracture
14667375.31,4522954.341,-6355.454975,Fracture
14668718.96,4522989.254,-6389.484265,Fracture
14666451.31,4522986.968,-6362.90924,Fracture
14668141.96,4522995.639,-6367.492186,Fracture
14667074.4,4522998.749,-6378.698256,Fracture
14667653.59,4523014.726,-6376.75364,Fracture
14668244.23,4523016.492,-6381.208165,Fracture
14668846.56,4523011.587,-6369.886126,Fracture
14669300.97,4523027.377,-6365.344518,Fracture
14667412.33,4523016.406,-6372.089545,Fracture
14668642.86,4523032.556,-6377.50846,Fracture
14668048.24,4523044.418,-6391.501014,Fracture
14668142.37,4523056.632,-6387.374463,Fracture
14666986.22,4523056.032,-6369.744109,Fracture
14667307.03,4523053.806,-6356.739051,Fracture
14669425.99,4523086.342,-6364.67339,Fracture
14668392.21,4523092.823,-6369.017152,Fracture
14666583.2,4523089.427,-6365.583752,Fracture
14667334.89,4523089.274,-6376.570918,Fracture
14667496.85,4523091.986,-6362.612113,Fracture
14667849.15,4523143.076,-6386.870694,Fracture
14668167.01,4523136.882,-6378.335633,Fracture
14666471.04,4523131.407,-6349.307588,Fracture
14668382.24,4523147.33,-6378.892155,Fracture
14670481.35,4523137.994,-6380.465041,Fracture
14667002.98,4523140.051,-6355.787555,Fracture
14666770.58,4523149.56,-6363.418338,Fracture
14667400.63,4523159.069,-6386.301547,Fracture
14667945.33,4523199.415,-6377.527402,Fracture
14668587.69,4523194.229,-6375.840585,Fracture
14670098.54,4523196.392,-6400.695197,Fracture
14668005.18,4523204.117,-6379.847007,Fracture
14668971.19,4523207.06,-6373.356507,Fracture
14669828.72,4523204.081,-6393.546622,Fracture
14665534.2,4523214.779,-6386.560448,Fracture
14668377.87,4523271.656,-6363.436454,Fracture
14665678.51,4523265.756,-6377.105782,Fracture
14668808.59,4523279.965,-6367.272252,Fracture
14669095.98,4523277.553,-6370.676152,Fracture
14670221.44,4523279.636,-6377.086032,Fracture
14667346.67,4523286.243,-6363.677129,Fracture
14668167.18,4523339.76,-6376.002198,Fracture
14667830.27,4523353.146,-6355.082948,Fracture
14668643.35,4523344.733,-6380.120053,Fracture
14667355.77,4523346.273,-6380.651126,Fracture
14667610.12,4523343.084,-6368.601741,Fracture
14669543.92,4523387.335,-6365.334315,Fracture
14668864.06,4523395.338,-6362.967786,Fracture
14668105.15,4523412.79,-6368.208484,Fracture
14668782.05,4523402.056,-6386.223975,Fracture
14667495.25,4523397.616,-6349.493619,Fracture
14668055.09,4523430.888,-6358.275246,Fracture
14667206.63,4523422.805,-6387.590823,Fracture
14667341.89,4523415.23,-6358.91191,Fracture
14667648.76,4523420.872,-6370.718083,Fracture
14667663.67,4523421.806,-6377.949538,Fracture
14668568.29,4523445.088,-6371.083764,Fracture
14667166.53,4523436.056,-6385.930192,Fracture
14667927.37,4523470.429,-6354.665899,Fracture
14668056.18,4523483.818,-6364.769316,Fracture
14668828.46,4523482.885,-6392.510527,Fracture
14668323.08,4523500.977,-6360.40074,Fracture
14666379.7,4523502.489,-6362.701291,Fracture
14666972.07,4523499.296,-6353.83932,Fracture
14669796.83,4523513.604,-6392.47956,Fracture
14670625.59,4523511.815,-6367.863519,Fracture
14668665.8,4523530.186,-6379.607116,Fracture
14667205.15,4523516.109,-6386.468484,Fracture
14667221.16,4523521.031,-6364.506491,Fracture
14668035.71,4523545.843,-6366.688159,Fracture
14668103.09,4523538.41,-6382.899813,Fracture
14667686.51,4523526.142,-6373.942199,Fracture
14669270.59,4523547.525,-6376.212247,Fracture
14667303.4,4523536.286,-6361.544604,Fracture
14667099.96,4523553.864,-6363.323849,Fracture
14667743.03,4523537.49,-6371.036158,Fracture
14666591.11,4523564.553,-6342.134416,Fracture
14667819.73,4523560.407,-6379.634152,Fracture
14668403.87,4523589.032,-6368.410401,Fracture
14670009.11,4523602.846,-6395.954921,Fracture
14666977.21,4523600.649,-6377.496821,Fracture
14668022.86,4523629.319,-6366.925183,Fracture
14668114.09,4523632.297,-6370.686681,Fracture
14668816.3,4523629.248,-6375.608445,Fracture
14667415.81,4523616.292,-6350.133484,Fracture
14666368.22,4523664.063,-6354.788201,Fracture
14667482.49,4523679.324,-6385.922868,Fracture
14668274.36,4523699.124,-6362.055339,Fracture
14668983.78,4523697.231,-6392.297198,Fracture
14667721.87,4523684.501,-6368.105717,Fracture
14667703.14,4523691.371,-6370.341508,Fracture
14667890.98,4523692.752,-6378.749797,Fracture
14668138.02,4523724.297,-6369.525229,Fracture
14669099.12,4523714.304,-6385.113337,Fracture
14667286.61,4523712.745,-6372.140046,Fracture
14670516,4523720.122,-6399.566542,Fracture
14666663.65,4523729.158,-6349.278343,Fracture
14667885.57,4523736.644,-6359.611052,Fracture
14668427.3,4523755.496,-6390.849269,Fracture
14668761.28,4523756.146,-6376.432826,Fracture
14668111.85,4523767.283,-6372.237141,Fracture
14668732.77,4523767.485,-6359.70213,Fracture
14667509.87,4523753.486,-6370.161515,Fracture
14668712.48,4523775.779,-6380.425534,Fracture
14668129.27,4523791.244,-6380.808759,Fracture
14667565.2,4523777.262,-6375.675978,Fracture
14667707.88,4523771.264,-6381.871938,Fracture
14666810.75,4523794.928,-6377.334649,Fracture
14667926.35,4523780.159,-6350.316391,Fracture
14668452.69,4523827.043,-6379.126923,Fracture
14666551.53,4523843.045,-6351.295328,Fracture
14666867.73,4523858.187,-6353.827598,Fracture
14667215.23,4523860.994,-6370.653931,Fracture
14665915.69,4523874.38,-6378.875953,Fracture
14667622.55,4523896.137,-6365.740088,Fracture
14668640.58,4523912.238,-6378.476657,Fracture
14666788.81,4523920.318,-6353.208948,Fracture
14667941.85,4523908.692,-6369.027909,Fracture
14668543.58,4523933.28,-6380.121295,Fracture
14669639.02,4523937.387,-6396.960639,Fracture
14668184.53,4523947.748,-6376.004222,Fracture
14669101.15,4523967.045,-6369.056657,Fracture
14668770.21,4523976.366,-6373.917334,Fracture
14667256.82,4523967.106,-6379.97712,Fracture
14668768.22,4523990.965,-6362.866692,Fracture
14668289.19,4524005.436,-6386.34557,Fracture
14668522.37,4523991.87,-6356.13804,Fracture
14669226.12,4523997.417,-6374.587872,Fracture
14667080.1,4524008.76,-6358.038678,Fracture
14667336.8,4524034.1,-6355.138766,Fracture
14668507.54,4524054.017,-6386.375142,Fracture
14667571.01,4524061.622,-6385.305568,Fracture
14668806.98,4524097.957,-6383.777795,Fracture
14667185.04,4524090.099,-6388.886214,Fracture
14669060.09,4524106.892,-6361.85933,Fracture
14668342.57,4524145.544,-6382.769479,Fracture
14668817.2,4524150.917,-6362.080466,Fracture
14668872.39,4524143.649,-6358.179278,Fracture
14668894,4524143.134,-6379.197175,Fracture
14667796.48,4524134.846,-6354.899635,Fracture
14668393.66,4524174.617,-6383.529048,Fracture
14668837.03,4524169.184,-6382.111718,Fracture
14669236.74,4524166.505,-6379.877486,Fracture
14667763.2,4524167.837,-6364.815076,Fracture
14667200.22,4524184.078,-6364.062594,Fracture
14668337.19,4524198.04,-6394.357364,Fracture
14667151.15,4524187.21,-6385.997353,Fracture
14667325.05,4524188.884,-6365.078791,Fracture
14665712.15,4524215.699,-6363.258347,Fracture
14668406.42,4524233.764,-6375.893428,Fracture
14666324.42,4524222.352,-6391.094882,Fracture
14667828.08,4524215.408,-6354.275681,Fracture
14668875.29,4524247.235,-6382.710789,Fracture
14667711.5,4524235.213,-6378.088013,Fracture
14668523.75,4524260.187,-6372.202216,Fracture
14668667.33,4524258.224,-6361.180075,Fracture
14669281.23,4524252.737,-6369.386184,Fracture
14667464.06,4524253.111,-6351.673776,Fracture
14667554.19,4524258.498,-6370.386849,Fracture
14668067.19,4524255.803,-6384.601878,Fracture
14668133.64,4524253.863,-6365.205056,Fracture
14668007.4,4524266.501,-6362.511477,Fracture
14668807.11,4524282.748,-6359.563575,Fracture
14668886.65,4524299.569,-6366.381442,Fracture
14669001.8,4524315.119,-6378.246114,Fracture
14668421.78,4524329.27,-6387.079512,Fracture
14667672.27,4524339.855,-6369.412263,Fracture
14667514.07,4524359.318,-6374.912888,Fracture
14668592.05,4524379.442,-6370.946177,Fracture
14667971.8,4524378.315,-6392.707022,Fracture
14668092.24,4524369.014,-6369.568312,Fracture
14666739.73,4524395.898,-6375.99591,Fracture
14668172.67,4524379.103,-6379.435969,Fracture
14667066.23,4524402.312,-6376.022174,Fracture
14668927.54,4524395.83,-6375.614524,Fracture
14667197.53,4524414.717,-6391.393962,Fracture
14667636.06,4524416.337,-6361.568654,Fracture
14668196.75,4524416.988,-6388.142836,Fracture
14668212.19,4524410.141,-6382.952315,Fracture
14668077.46,4524421.652,-6374.518023,Fracture
14668652.36,4524450.691,-6363.417899,Fracture
14668800.94,4524432.023,-6373.535039,Fracture
14667469.03,4524445.455,-6381.926389,Fracture
14667892.38,4524460.401,-6378.187642,Fracture
14668062.86,4524449.829,-6394.710944,Fracture
14667532.79,4524469.22,-6351.534144,Fracture
14668056.33,4524467.504,-6384.848262,Fracture
14667937.97,4524491.009,-6357.371466,Fracture
14666990.9,4524497.929,-6362.033225,Fracture
14667997.37,4524518.178,-6369.352198,Fracture
14668511.6,4524530.606,-6385.26105,Fracture
14667164.95,4524563.453,-6386.058272,Fracture
14668250.95,4524556.9,-6382.407916,Fracture
14668153.34,4524580.447,-6371.147155,Fracture
14666967.96,4524601.002,-6392.197882,Fracture
14667379.44,4524601.001,-6355.951705,Fracture
14667906.7,4524615.309,-6371.755044,Fracture
14667909.29,4524618.703,-6378.924119,Fracture
14667966.96,4524669.803,-6376.547763,Fracture
14666270.88,4524725.489,-6372.865311,Fracture
14667059.29,4524773.971,-6360.951247,Fracture
14666620.16,4524832.216,-6392.583056,Fracture
14665985.01,4524845.051,-6356.867254,Fracture
14667359.48,4524889.355,-6389.552184,Fracture
14666182.92,4524908.874,-6381.607093,Fracture
14667289.17,4524915.895,-6371.974974,Fracture
14666752.42,4524938.002,-6392.935603,Fracture
14666342.73,4525039.78,-6363.423116,Fracture
14666392.11,4525167.663,-6345.288932,Fracture
14668235.79,4521069.758,-6428.287879,Fracture
14668108.33,4521097.448,-6432.097579,Fracture
14668164.74,4521099.232,-6425.06647,Fracture
14668088.02,4521165.125,-6422.914714,Fracture
14668044.11,4521207.57,-6425.679301,Fracture
14668320.36,4521234.74,-6431.170382,Fracture
14667894.17,4521239.342,-6436.831721,Fracture
14667843.37,4521270.57,-6431.86962,Fracture
14669564.21,4521273.24,-6435.901835,Fracture
14667635.25,4521304.111,-6428.586341,Fracture
14668114.15,4521349.315,-6435.681285,Fracture
14668033.7,4521381.802,-6440.976561,Fracture
14667461.21,4521396.095,-6436.964801,Fracture
14668345.92,4521388.626,-6438.430411,Fracture
14667423.92,4521410.232,-6417.305507,Fracture
14667400.99,4521430.636,-6422.109858,Fracture
14667772.13,4521443.375,-6445.710131,Fracture
14667122.49,4521477.259,-6403.036856,Fracture
14669440.89,4521481.526,-6413.480731,Fracture
14667336.33,4521498.416,-6412.82434,Fracture
14667216.46,4521511.782,-6419.843242,Fracture
14666928.62,4521500.856,-6402.034468,Fracture
14666931.5,4521506.576,-6402.303057,Fracture
14667166.29,4521562.465,-6404.287116,Fracture
14668152.35,4521558.967,-6428.209906,Fracture
14666798.42,4521558.332,-6407.233088,Fracture
14667468.26,4521576.805,-6419.17287,Fracture
14668293.12,4521611.193,-6427.513495,Fracture
14667776.9,4521622.842,-6420.603591,Fracture
14667856.66,4521628.523,-6440.068709,Fracture
14666685.82,4521640.835,-6432.12654,Fracture
14667212.13,4521657.855,-6414.522246,Fracture
14667318.17,4521656.775,-6412.63021,Fracture
14669813.07,4521648.605,-6416.222152,Fracture
14667997.11,4521658.59,-6434.342212,Fracture
14667220.51,4521680.213,-6396.817706,Fracture
14666999.13,4521674.063,-6414.424365,Fracture
14668606.67,4521696.072,-6427.641547,Fracture
14666389.42,4521702.535,-6422.77946,Fracture
14668417.23,4521707.177,-6406.36267,Fracture
14666304.8,4521741.141,-6444.27748,Fracture
14666476.11,4521738.181,-6427.772979,Fracture
14666200.39,4521770.682,-6416.577243,Fracture
14667256.05,4521775.559,-6391.367869,Fracture
14666906.7,4521777.359,-6403.359565,Fracture
14667450.97,4521840.239,-6394.564177,Fracture
14667539.3,4521840.641,-6402.765429,Fracture
14667713.57,4521834.164,-6428.538817,Fracture
14668065.76,4521838.749,-6439.995192,Fracture
14667442.39,4521843.547,-6412.397174,Fracture
14665926.87,4521886.093,-6442.682505,Fracture
14666127.05,4521893.248,-6439.092673,Fracture
14666482.88,4521892.512,-6411.655406,Fracture
14668062.23,4521925.57,-6437.574607,Fracture
14669825.84,4521929.08,-6402.352912,Fracture
14666963.86,4521926.902,-6387.581466,Fracture
14667986.98,4521940.661,-6408.339267,Fracture
14667065.5,4521944.618,-6402.543692,Fracture
14667399.02,4521974.05,-6411.314044,Fracture
14666970.95,4521957.674,-6377.01343,Fracture
14667295.93,4521981.466,-6412.345649,Fracture
14669849.27,4521974.714,-6407.6244,Fracture
14666716.17,4521967.483,-6417.835906,Fracture
14667415.23,4522012.904,-6392.46131,Fracture
14666952.7,4521997.677,-6387.525513,Fracture
14668665.97,4522018.005,-6430.960875,Fracture
14667518.35,4522035.76,-6413.093623,Fracture
14668536.77,4522037.94,-6403.863936,Fracture
14666979.52,4522026.143,-6378.734538,Fracture
14667743.33,4522042.412,-6433.804816,Fracture
14666655.96,4522037.974,-6428.383231,Fracture
14668150.75,4522050.222,-6427.624301,Fracture
14666830.64,4522054.234,-6398.090644,Fracture
14667059.8,4522048.923,-6381.180938,Fracture
14667758.95,4522062.506,-6437.151713,Fracture
14668426.72,4522061.435,-6418.522654,Fracture
14668451.71,4522064.575,-6418.074893,Fracture
14667382.52,4522080.24,-6400.684066,Fracture
14667524.23,4522075.616,-6399.833072,Fracture
14667109.06,4522068.939,-6410.703639,Fracture
14667117.14,4522089.33,-6385.789708,Fracture
14668180.9,4522106.999,-6440.889544,Fracture
14666813.25,4522105.544,-6393.523688,Fracture
14667396.27,4522136.937,-6410.704306,Fracture
14668438.64,4522122.633,-6436.016311,Fracture
14666498.38,4522126.848,-6432.756919,Fracture
14667727.7,4522145.409,-6419.062648,Fracture
14669659.32,4522137.699,-6434.372168,Fracture
14669897.63,4522142.756,-6412.933692,Fracture
14667777.99,4522152.244,-6429.296969,Fracture
14669680.71,4522148.119,-6423.668792,Fracture
14669858.83,4522148.524,-6408.166167,Fracture
14667510.48,4522168.405,-6399.110736,Fracture
14667975.81,4522167.77,-6426.129245,Fracture
14666624.75,4522160.199,-6409.506308,Fracture
14668215.66,4522177.496,-6437.774554,Fracture
14667945.21,4522181.732,-6433.075278,Fracture
14668108.28,4522191.09,-6423.429732,Fracture
14666273.57,4522213.412,-6432.218428,Fracture
14666814.29,4522211.446,-6405.538718,Fracture
14667151.49,4522209.612,-6405.287665,Fracture
14666859.27,4522225.311,-6419.249148,Fracture
14667657.02,4522239.442,-6403.074549,Fracture
14667192.94,4522228.068,-6385.748179,Fracture
14665914.95,4522255.458,-6432.202296,Fracture
14667703.54,4522266.931,-6421.12646,Fracture
14667458.45,4522282.507,-6397.799128,Fracture
14669747.72,4522272.264,-6401.311301,Fracture
14666066.85,4522272.093,-6421.217528,Fracture
14669111.53,4522313.743,-6409.572902,Fracture
14668136.7,4522336.161,-6416.783999,Fracture
14667669.23,4522372.358,-6404.04151,Fracture
14667874.14,4522362.028,-6436.818744,Fracture
14668096.1,4522361.823,-6415.38819,Fracture
14668689.68,4522360.086,-6419.391539,Fracture
14666834.77,4522365.691,-6420.953223,Fracture
14667987.9,4522388.944,-6426.040065,Fracture
14667538,4522401.971,-6430.574298,Fracture
14668754.18,4522394.963,-6420.610385,Fracture
14665109.54,4522391.638,-6422.188411,Fracture
14666992.22,4522385.128,-6414.160281,Fracture
14667234.49,4522380.055,-6415.96477,Fracture
14667221.65,4522394.998,-6409.449229,Fracture
14669232.31,4522423.004,-6425.444053,Fracture
14667782.11,4522439.221,-6424.0917,Fracture
14666763.59,4522426.814,-6407.046515,Fracture
14668068.87,4522447.22,-6422.721041,Fracture
14667242.76,4522430.413,-6422.051501,Fracture
14667744,4522458.953,-6415.125094,Fracture
14669020.43,4522450.671,-6424.096675,Fracture
14669580.62,4522456.746,-6403.65457,Fracture
14667128.65,4522443.824,-6415.408278,Fracture
14667262.73,4522467.459,-6404.081816,Fracture
14665025.09,4522478.909,-6415.345687,Fracture
14667563.12,4522503.99,-6419.517775,Fracture
14665201.97,4522503.079,-6408.568599,Fracture
14666989.18,4522495.69,-6401.947657,Fracture
14669347.85,4522519.509,-6412.859397,Fracture
14665427.5,4522525.88,-6419.798068,Fracture
14666897.96,4522527.716,-6428.591178,Fracture
14667396.23,4522532.824,-6431.14009,Fracture
14667935.09,4522546.798,-6402.343619,Fracture
14667339.69,4522545.217,-6404.803965,Fracture
14666249.21,4522581.601,-6436.859454,Fracture
14666462.87,4522590.418,-6419.514613,Fracture
14667716.35,4522611.432,-6434.171283,Fracture
14668025.22,4522607.864,-6422.548079,Fracture
14666199.18,4522605.395,-6439.502703,Fracture
14667162,4522598.154,-6402.707297,Fracture
14668190.91,4522616.562,-6424.855033,Fracture
14666586.53,4522612.242,-6452.537852,Fracture
14669491.24,4522624.052,-6431.986384,Fracture
14666258.68,4522627.158,-6438.218859,Fracture
14666350.21,4522622.368,-6446.079909,Fracture
14667675.37,4522638.015,-6408.10007,Fracture
14669773.54,4522631.572,-6404.582354,Fracture
14666327.85,4522639.669,-6432.402362,Fracture
14667836.41,4522652.463,-6406.180453,Fracture
14667221.37,4522648.267,-6404.378321,Fracture
14668235.25,4522663.635,-6404.318744,Fracture
14668265.54,4522662.063,-6405.591864,Fracture
14667667.58,4522702.74,-6420.970137,Fracture
14667897.53,4522706.672,-6406.153167,Fracture
14666494.88,4522701.24,-6430.460753,Fracture
14668307.76,4522749.838,-6417.55918,Fracture
14668353.23,4522750.085,-6433.294951,Fracture
14670233.5,4522740.404,-6427.789412,Fracture
14666678.08,4522745.6,-6433.887481,Fracture
14667755.15,4522765.844,-6415.63322,Fracture
14665514.65,4522775.458,-6411.129191,Fracture
14666485.56,4522776.62,-6421.053916,Fracture
14668113.9,4522797.468,-6418.87802,Fracture
14667309.16,4522785.843,-6395.73408,Fracture
14667724.88,4522810.83,-6411.217562,Fracture
14668299.74,4522800.718,-6422.8348,Fracture
14666934.11,4522803.402,-6421.78147,Fracture
14668557.56,4522825.14,-6418.115737,Fracture
14667258.91,4522819.238,-6414.021247,Fracture
14667424.34,4522814.901,-6421.396418,Fracture
14669767.42,4522838.837,-6406.296069,Fracture
14666953.44,4522850.854,-6429.893733,Fracture
14667192.15,4522847.585,-6406.390868,Fracture
14667665.5,4522873.045,-6396.363128,Fracture
14670227.11,4522864.596,-6439.794181,Fracture
14666324.21,4522859.288,-6414.430083,Fracture
14666371.67,4522865.968,-6425.931201,Fracture
14667364.36,4522855.897,-6391.936614,Fracture
14668445.7,4522878.952,-6410.372123,Fracture
14667849.87,4522886.523,-6403.347613,Fracture
14667219.65,4522879.239,-6417.378657,Fracture
14667796.68,4522900.095,-6397.075194,Fracture
14667369.87,4522881.688,-6413.992362,Fracture
14667837.6,4522905.14,-6415.415667,Fracture
14665878.22,4522916.867,-6413.352099,Fracture
14666683.17,4522912.845,-6431.897841,Fracture
14668139.36,4522926.436,-6425.564845,Fracture
14668547.82,4522942.174,-6411.289115,Fracture
14666539.75,4522943.038,-6415.180438,Fracture
14667773.45,4522970.23,-6420.51702,Fracture
14666639.27,4522962.602,-6433.587004,Fracture
14668032.25,4522978.445,-6409.227839,Fracture
14667830.44,4522991.199,-6419.903792,Fracture
14667470.18,4522975.257,-6397.325934,Fracture
14667771.8,4522996.999,-6423.104346,Fracture
14666752.83,4522990.08,-6395.246512,Fracture
14667171.73,4522985.426,-6426.252753,Fracture
14667844.76,4523025.028,-6420.065379,Fracture
14670464.39,4523008.225,-6441.102935,Fracture
14667255.84,4523014.451,-6414.352465,Fracture
14666572.11,4523034.365,-6415.189601,Fracture
14667857.89,4523054.749,-6400.18529,Fracture
14667548.63,4523048.213,-6396.891974,Fracture
14668233.01,4523067.505,-6402.420466,Fracture
14668612.48,4523071.388,-6422.701709,Fracture
14667925.24,4523122.222,-6405.092124,Fracture
14667024.51,4523119.669,-6408.306399,Fracture
14668814.23,4523138.301,-6425.704253,Fracture
14669055.84,4523157.512,-6418.829329,Fracture
14666674.4,4523160.439,-6392.994696,Fracture
14667115.95,4523156.178,-6422.775397,Fracture
14667246.01,4523163.042,-6389.425437,Fracture
14666052.41,4523171.852,-6398.337794,Fracture
14666943.89,4523166.573,-6419.903777,Fracture
14667868.65,4523194.771,-6393.319518,Fracture
14667577.24,4523175.509,-6400.901713,Fracture
14668853.89,4523207.16,-6417.157836,Fracture
14666794.57,4523202.772,-6404.809638,Fracture
14666878.9,4523208.401,-6387.46242,Fracture
14667626.13,4523205.703,-6425.617915,Fracture
14667984.54,4523228.13,-6408.106662,Fracture
14668492.99,4523225.345,-6415.503417,Fracture
14667237.42,4523219.678,-6416.467055,Fracture
14667352.3,4523212.961,-6411.881778,Fracture
14667591.91,4523215.944,-6392.641452,Fracture
14667933.45,4523244.948,-6397.817431,Fracture
14667884.05,4523247.678,-6420.360366,Fracture
14670455.27,4523241.951,-6433.725215,Fracture
14666852.9,4523244.004,-6415.799723,Fracture
14667370.16,4523236.242,-6395.688884,Fracture
14667861.31,4523269.931,-6403.590483,Fracture
14666340.07,4523266.227,-6400.990786,Fracture
14666776.84,4523263.856,-6381.15413,Fracture
14666935.2,4523262.916,-6404.71316,Fracture
14667838.73,4523286.082,-6393.227713,Fracture
14667898.56,4523307.395,-6396.246775,Fracture
14667415.98,4523286.977,-6418.779692,Fracture
14667504.69,4523285.544,-6423.857364,Fracture
14669074,4523305.299,-6407.726558,Fracture
14666640.53,4523299.926,-6387.919259,Fracture
14668328.82,4523313.274,-6407.579623,Fracture
14668415.92,4523312.235,-6430.915202,Fracture
14668744.73,4523314.108,-6411.187445,Fracture
14669958.74,4523311.007,-6420.385409,Fracture
14667871.74,4523335.162,-6392.337233,Fracture
14667884.41,4523329.023,-6392.734309,Fracture
14667920.76,4523335.384,-6396.444999,Fracture
14669056.48,4523327.393,-6422.531676,Fracture
14669981.65,4523320.479,-6441.430136,Fracture
14668832.57,4523335.953,-6406.603186,Fracture
14669590.03,4523330.559,-6405.990508,Fracture
14666610.72,4523353.97,-6400.175097,Fracture
14668039.15,4523369.76,-6400.090815,Fracture
14667831.3,4523372.499,-6396.688975,Fracture
14668549.02,4523375.209,-6426.475142,Fracture
14668925.16,4523374.455,-6409.651557,Fracture
14667267.22,4523371.833,-6415.859011,Fracture
14667925.54,4523389.824,-6426.477271,Fracture
14668109.99,4523390.983,-6407.90721,Fracture
14665421.05,4523394.293,-6417.261302,Fracture
14667638.88,4523378.099,-6419.387061,Fracture
14668171.99,4523401.77,-6405.651728,Fracture
14669744.52,4523407.455,-6406.422583,Fracture
14667928.58,4523441.607,-6401.840632,Fracture
14667953.53,4523460.315,-6425.732184,Fracture
14666162.12,4523462.482,-6382.818806,Fracture
14668138.38,4523475.709,-6420.76047,Fracture
14668250.66,4523478.22,-6411.515078,Fracture
14667305.78,4523482.527,-6406.451167,Fracture
14668176.81,4523508.955,-6408.354102,Fracture
14668319.28,4523509.309,-6433.15272,Fracture
14670074.18,4523505.877,-6439.398265,Fracture
14668047.99,4523525.761,-6426.793708,Fracture
14666578.39,4523512.469,-6379.266825,Fracture
14666437.55,4523519.14,-6413.629683,Fracture
14666582.28,4523527.354,-6379.28259,Fracture
14667641.98,4523523.899,-6419.225531,Fracture
14668123.11,4523549.772,-6401.764643,Fracture
14667521.98,4523533.245,-6406.102588,Fracture
14668571.09,4523552.829,-6414.498706,Fracture
14666905.89,4523567.626,-6393.545352,Fracture
14666766.88,4523576.866,-6388.299975,Fracture
14667689.1,4523583.222,-6413.488547,Fracture
14668365.98,4523602.015,-6403.913604,Fracture
